"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"KOR","MEATCONSUMP","SHEEP","THND_TONNE","A","2027",19.445,
"KOR","MEATCONSUMP","SHEEP","THND_TONNE","A","2028",19.463,
"KOR","MEATCONSUMP","SHEEP","THND_TONNE","A","2029",19.481,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1990",168.477,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1991",169.023,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1992",178.516,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1993",164.846,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1994",196.4,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1995",155.765,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1996",164.285,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1997",163.139,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1998",161.125,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","1999",186.285,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2000",164.066,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2001",146.713,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2002",145.494,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2003",143.83,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2004",166.946,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2005",166.949,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2006",178.666,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2007",208.12,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2008",198.552,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2009",185.295,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2010",175.008,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2011",163.417,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2012",171.925,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2013",192.734,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2014",202.84,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2015",188.406,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2016",188.225,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2017",172.697,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2018",171.621,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2019",170.9,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2020",172.539,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2021",173.92,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2022",175.465,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2023",176.923,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2024",178.441,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2025",179.891,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2026",181.33,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2027",182.702,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2028",184.1,
"ZAF","MEATCONSUMP","SHEEP","THND_TONNE","A","2029",185.526,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1990",0,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1991",552.615,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1992",748.458,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1993",762.231,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1994",794.642,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1995",835.256,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1996",900.375,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1997",895.847,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1998",890.936,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","1999",1030.494,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2000",969.216,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2001",1013.069,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2002",1046.943,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2003",1291.64,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2004",1198.86,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2005",1177.305,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2006",1423.507,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2007",1505.964,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2008",1524.596,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2009",1484.984,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2010",1544.08,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2011",1492.185,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2012",1551.449,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2013",1633.671,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2014",1665.412,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2015",1819.203,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2016",1901.912,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2017",1934.821,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2018",2007.746,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2019",2050.906,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2020",2074.759,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2021",2081.613,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2022",2085.913,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2023",2090.724,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2024",2095.633,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2025",2100.745,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2026",2105.772,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2027",2111.074,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2028",2115.925,
"KOR","MEATCONSUMP","PIG","THND_TONNE","A","2029",2121.252,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1990",602.873,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1991",611.178,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1992",619.043,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1993",624.178,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1994",626,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1995",654.64,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1996",663.126,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1997",672.931,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1998",678.951,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","1999",681.613,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2000",677.903,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2001",689.71,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2002",692.029,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2003",686.235,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2004",715.233,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2005",741.193,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2006",766.721,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2007",791.771,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2008",772.583,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2009",715.045,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2010",759.717,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2011",753.881,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2012",743.068,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2013",726.758,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2014",717.47,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2015",708.951,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2016",722.37,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2017",711.407,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2018",713.248,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2019",712.85,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2020",720.496,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2021",728.225,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2022",735.714,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2023",743.3,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2024",750.91,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2025",758.553,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2026",766.116,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2027",773.715,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2028",781.307,
"IND","MEATCONSUMP","SHEEP","THND_TONNE","A","2029",788.879,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1990",83.792,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1991",86.252,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1992",88.305,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1993",92.374,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1994",95.663,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1995",100.768,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1996",107.141,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1997",101.739,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1998",107.053,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","1999",99.821,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2000",103.936,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2001",110.08,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2002",105.393,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2003",109.385,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2004",113.505,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2005",117.649,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2006",116.148,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2007",125.926,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2008",124.638,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2009",123.848,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2010",127.891,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2011",131.952,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2012",131.25,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2013",129.326,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2014",131.882,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2015",139.767,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2016",142.106,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2017",141.654,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2018",143.537,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2019",145.023,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2020",146.666,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2021",147.724,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2022",148.619,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2023",149.69,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2024",150.65,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2025",151.694,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2026",152.678,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2027",153.714,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2028",154.685,
"NOR","MEATCONSUMP","PIG","THND_TONNE","A","2029",155.71,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1990",59.29,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1991",59.675,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1992",60.335,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1993",60.607,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1994",60.517,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1995",60.161,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1996",60.558,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1997",59.288,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1998",61.683,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","1999",61.395,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2000",60.398,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2001",66.134,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2002",79.386,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2003",85.27,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2004",101.425,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2005",109.451,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2006",128.209,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2007",145.049,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2008",138.189,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2009",144.274,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2010",142.616,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2011",138.295,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2012",143.842,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2013",148.137,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2014",101.709,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2015",38.553,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2016",45.383,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2017",55.94,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2018",56.098,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2019",58.801,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2020",60.044,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2021",61.299,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2022",62.514,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2023",63.733,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2024",64.925,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2025",66.124,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2026",67.289,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2027",68.499,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2028",69.717,
"ETH","MEATCONSUMP","SHEEP","THND_TONNE","A","2029",70.916,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1990",391.342,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1991",522.365,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1992",540.181,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1993",608.148,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1994",625,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1995",641.823,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1996",659.871,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1997",664.556,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1998",737.949,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","1999",810.041,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2000",903.782,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2001",962.917,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2002",1126.755,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2003",1242.1,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2004",1340.202,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2005",1439.783,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2006",1554.199,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2007",1789.784,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2008",1916.97,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2009",2119.686,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2010",2222.015,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2011",2505.201,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2012",2707.058,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2013",2872.854,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2014",3064.955,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2015",3283.691,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2016",3428.045,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2017",3540.624,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2018",3700.344,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2019",3737.32,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2020",3955.651,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2021",4107.122,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2022",4253.738,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2023",4407.237,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2024",4554.686,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2025",4716.754,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2026",4883.321,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2027",5052.014,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2028",5222.719,
"IND","MEATCONSUMP","POULTRY","THND_TONNE","A","2029",5395.09,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1990",1985.4,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1991",1877.6,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1992",1521.645,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1993",1286.14,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1994",1158.696,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1995",981.644,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1996",796.546,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1997",782.87,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1998",681.26,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","1999",648.542,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2000",831.1,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2001",551.617,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2002",562.849,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2003",562.402,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2004",539.893,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2005",552.62,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2006",588.65,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2007",530.023,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2008",500.446,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2009",446.684,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2010",419.771,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2011",393.351,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2012",376.746,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2013",407.653,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2014",391.847,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2015",350.632,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2016",339.34,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2017",316.916,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2018",316.051,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2019",289.175,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2020",289.12,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2021",290.221,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2022",291.516,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2023",292.328,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2024",292.645,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2025",292.709,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2026",292.43,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2027",292.091,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2028",291.807,
"UKR","MEATCONSUMP","BEEF","THND_TONNE","A","2029",291.488,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1990",35.64,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1991",35.64,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1992",35.9,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1993",36,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1994",35.971,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1995",35.97,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1996",36.17,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1997",36.3,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1998",36.962,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","1999",37.241,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2000",37.602,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2001",49.837,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2002",54.057,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2003",50.242,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2004",47.112,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2005",42.581,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2006",45.209,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2007",46.25,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2008",48.603,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2009",49.793,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2010",57.496,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2011",53.942,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2012",60.499,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2013",61.86,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2014",41.058,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2015",12.296,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2016",13.135,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2017",13.701,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2018",14.025,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2019",14.025,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2020",14.523,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2021",14.713,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2022",14.893,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2023",15.065,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2024",15.247,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2025",15.461,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2026",15.826,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2027",16.229,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2028",16.662,
"ETH","MEATCONSUMP","POULTRY","THND_TONNE","A","2029",17.179,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1990",475.191,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1991",525.059,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1992",473.659,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1993",450.339,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1994",432.053,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1995",565.801,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1996",548.728,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1997",617.672,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1998",700.823,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","1999",780.345,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2000",814.724,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2001",890.329,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2002",862.936,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2003",880.611,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2004",829.991,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2005",976.389,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2006",947.117,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2007",1003.039,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2008",1077.171,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2009",1180.693,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2010",1237.304,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2011",1238.449,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2012",1239.501,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2013",1414.464,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2014",1435.249,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2015",1539.566,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2016",1523.632,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2017",1293.805,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2018",1343.429,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2019",1355.132,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2020",1373.788,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2021",1392.985,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2022",1411.987,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2023",1430.842,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2024",1449.81,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2025",1468.662,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2026",1487.473,
"SAU","MEATCONSUMP","POULTRY","THND_TONNE","A","2027",1506.274,
